distance,fci_energy
0.3,-6.061761074916253
0.3222222222222222,-6.277563998274362
0.34444444444444444,-6.458198903643442
0.36666666666666664,-6.611533363531741
0.3888888888888889,-6.743522330190361
0.4111111111111111,-6.858712304116533
0.43333333333333335,-6.960565116571083
0.45555555555555555,-7.05166587205614
0.47777777777777775,-7.133887948931349
0.5,-7.208567727305077
0.5222222222222223,-7.276679864946642
0.5444444444444445,-7.338973681849628
0.5666666666666667,-7.396056985684611
0.5888888888888889,-7.448441375832051
0.6111111111111112,-7.496566907184454
0.6333333333333333,-7.540817097214679
0.6555555555555556,-7.5815293078853845
0.6777777777777778,-7.619002556652875
0.7,-7.653503630463074
0.7222222222222222,-7.685271952157727
0.7444444444444445,-7.714523488573057
0.7666666666666666,-7.7414539130151665
0.788888888888889,-7.766241185551671
0.8111111111111111,-7.789047677798365
0.8333333333333333,-7.810021940722258
0.8555555555555556,-7.829300193231676
0.8777777777777778,-7.847007593728525
0.8999999999999999,-7.863259345350929
0.9222222222222223,-7.878161676332228
0.9444444444444444,-7.8918127286488176
0.9666666666666668,-7.904303379894891
0.9888888888888889,-7.915718014446297
1.011111111111111,-7.9261352501757525
1.0333333333333334,-7.935628616459422
1.0555555555555556,-7.944267168891928
1.0777777777777777,-7.952116017650911
1.1,-7.9592367421967705
1.1222222222222222,-7.965687667433036
1.1444444444444444,-7.971523987307928
1.1666666666666667,-7.976797740819636
1.1888888888888889,-7.9815576693123305
1.211111111111111,-7.9858490068486905
1.2333333333333334,-7.989713270074301
1.2555555555555555,-7.99318811458954
1.277777777777778,-7.996307309822728
1.3,-7.9991008575465266
1.3222222222222224,-8.001595248383925
1.3444444444444446,-8.003813824719654
1.3666666666666667,-8.005777203614805
1.388888888888889,-8.00750371136093
1.4111111111111112,-8.0090097897125
1.4333333333333333,-8.010310347772338
1.4555555555555557,-8.011419048085566
1.4777777777777779,-8.012348527308859
1.5,-8.013110559412045
1.5222222222222224,-8.013716172866246
1.5444444444444445,-8.014175733685992
1.5666666666666667,-8.014499004765415
1.588888888888889,-8.014695189731077
1.6111111111111112,-8.014772967247842
1.6333333333333335,-8.014740519745953
1.6555555555555557,-8.01460555902657
1.6777777777777778,-8.014375350142311
1.7000000000000002,-8.014056734262244
1.7222222222222223,-8.01365615082017
1.7444444444444445,-8.013179659022242
1.7666666666666668,-8.012632958685337
1.788888888888889,-8.012021410343113
1.8111111111111111,-8.0113500545551
1.8333333333333335,-8.010623630371395
1.8555555555555556,-8.009846592925431
1.877777777777778,-8.009023130146012
1.9000000000000001,-8.008157178596628
1.9222222222222223,-8.007252438460782
1.9444444444444446,-8.00631238770089
1.9666666666666668,-8.005340295422474
1.988888888888889,-8.00433923447958
2.011111111111111,-8.003312093357112
2.033333333333333,-8.002261587366345
2.0555555555555554,-8.001190269189815
2.077777777777778,-8.000100538809447
2.1,-7.998994652851657
2.1222222222222222,-7.997874733381092
2.1444444444444444,-7.996742776172621
2.1666666666666665,-7.995600658491096
2.188888888888889,-7.99445014640548
2.2111111111111112,-7.993292901671537
2.2333333333333334,-7.992130488159644
2.2555555555555555,-7.990964377967038
2.2777777777777777,-7.989795957085385
2.3,-7.9886265307545585
2.322222222222222,-7.987457328478987
2.3444444444444446,-7.9862895087317565
2.3666666666666667,-7.985124163363926
2.388888888888889,-7.983962321734813
2.411111111111111,-7.982804954578521
2.433333333333333,-7.981652977620888
2.4555555555555553,-7.980507254959843
2.477777777777778,-7.979368602221201
2.5,-7.978237789501605
